multi_ball_position,single_ball_position,clean_ball_position,complete_ball_position,frame,centre_point,x,y,x_diff,y_diff,velocity,velocity_vector,y_rolling_mean,y_rolling_mean_delta,velocity_vector_delta,velocity_rolling_mean,acceleration
"{1: [700, 236, 724, 263]}","{1: [700, 236, 724, 263]}","{1: [700, 236, 724, 263]}","{1: [700.0, 236.0, 724.0, 263.0]}",484,"(712, 249)",712,249,3,-3,4.24,-4.24,257.2,-5.6,2.16,6.7,0.61
"{1: [686, 237, 712, 268]}","{1: [686, 237, 712, 268]}","{1: [686, 237, 712, 268]}","{1: [686.0, 237.0, 712.0, 268.0]}",485,"(699, 252)",699,252,-13,3,13.34,13.34,254.2,-3.0,17.58,7.4,4.71
"{1: [681, 245, 702, 267]}","{1: [681, 245, 702, 267]}","{1: [681, 245, 702, 267]}","{1: [681.0, 245.0, 702.0, 267.0]}",486,"(691, 256)",691,256,-8,4,8.94,8.94,253.2,-1.0,-4.4,7.6,3.35
"{1: [678, 254, 691, 269]}","{1: [678, 254, 691, 269]}","{1: [678, 254, 691, 269]}","{1: [678.0, 254.0, 691.0, 269.0]}",487,"(684, 261)",684,261,-7,5,8.6,8.6,254.0,0.8,-0.34,8.3,2.72
"{1: [665, 258, 687, 280]}","{1: [665, 258, 687, 280]}","{1: [665, 258, 687, 280]}","{1: [665.0, 258.0, 687.0, 280.0]}",488,"(676, 269)",676,269,-8,8,11.31,11.31,257.4,3.4,2.71,9.3,3.54
{},{},{},"{1: [655.0, 271.0, 678.0, 295.0]}",489,"(666, 283)",666,283,-10,14,17.2,17.2,264.2,6.8,5.89,11.9,4.29
{},{},{},"{1: [646.0, 285.0, 669.0, 309.0]}",490,"(657, 297)",657,297,-9,14,16.64,16.64,273.2,9.0,-0.56,12.5,0.66
{},{},{},"{1: [639.0, 298.0, 662.0, 322.0]}",491,"(650, 310)",650,310,-7,13,14.76,14.76,284.0,10.8,-1.88,13.7,1.16
"{1: [633, 307, 657, 333], 2: [631, 302, 661, 335]}","{1: [633, 307, 657, 333]}","{1: [633, 307, 657, 333]}","{1: [633.0, 307.0, 657.0, 333.0]}",492,"(645, 320)",645,320,-5,10,11.18,11.18,295.8,11.8,-3.58,14.2,0.52
"{1: [628, 330, 642, 346]}","{1: [628, 330, 642, 346]}","{1: [628, 330, 642, 346]}","{1: [628.0, 330.0, 642.0, 346.0]}",493,"(635, 338)",635,338,-10,18,20.59,20.59,309.6,13.8,9.41,16.1,1.86
"{1: [618, 347, 638, 366]}","{1: [618, 347, 638, 366]}","{1: [618, 347, 638, 366]}","{1: [618.0, 347.0, 638.0, 366.0]}",494,"(628, 356)",628,356,-7,18,19.31,19.31,324.2,14.6,-1.28,16.5,0.42
{},{},{},"{1: [604.0, 383.0, 630.0, 411.0]}",495,"(617, 397)",617,397,-11,41,42.45,42.45,344.2,20.0,23.14,21.7,5.16
{},{},{},"{1: [594.0, 423.0, 619.0, 451.0]}",496,"(606, 437)",606,437,-11,40,41.48,41.48,369.6,25.4,-0.97,27.0,5.34
{},{},{},"{1: [584.0, 462.0, 609.0, 490.0]}",497,"(596, 476)",596,476,-10,39,40.26,40.26,400.8,31.2,-1.22,32.8,5.82
{},{},{},"{1: [574.0, 500.0, 600.0, 528.0]}",498,"(587, 514)",587,514,-9,38,39.05,39.05,436.0,35.2,-1.21,36.5,3.69
{},{},{},"{1: [565.0, 537.0, 590.0, 565.0]}",499,"(577, 551)",577,551,-10,37,38.33,38.33,475.0,39.0,-0.72,40.3,3.8
{},{},{},"{1: [556.0, 571.0, 582.0, 599.0]}",500,"(569, 585)",569,585,-8,34,34.93,34.93,512.6,37.6,-3.4,38.8,-1.5
{},{},{},"{1: [548.0, 604.0, 573.0, 632.0]}",501,"(560, 618)",560,618,-9,33,34.21,34.21,548.8,36.2,-0.72,37.4,-1.45
{},{},{},"{1: [540.0, 633.0, 566.0, 661.0]}",502,"(553, 647)",553,647,-7,29,29.83,29.83,583.0,34.2,-4.38,35.3,-2.09
"{1: [538, 662, 558, 681], 2: [533, 652, 564, 689]}","{1: [533, 652, 564, 689]}","{1: [533, 652, 564, 689]}","{1: [533.0, 652.0, 564.0, 689.0]}",503,"(548, 670)",548,670,-5,23,23.54,23.54,614.2,31.2,-6.29,32.2,-3.1
"{1: [532, 668, 548, 686]}","{1: [532, 668, 548, 686]}","{1: [532, 668, 548, 686]}","{1: [532.0, 668.0, 548.0, 686.0]}",504,"(540, 677)",540,677,-8,7,10.63,10.63,639.4,25.2,-12.91,26.6,-5.54
"{1: [524, 668, 544, 690]}","{1: [524, 668, 544, 690]}","{1: [524, 668, 544, 690]}","{1: [524.0, 668.0, 544.0, 690.0]}",505,"(534, 679)",534,679,-6,2,6.32,6.32,658.2,18.8,-4.31,20.9,-5.72
"{1: [517, 667, 543, 697]}","{1: [517, 667, 543, 697]}","{1: [517, 667, 543, 697]}","{1: [517.0, 667.0, 543.0, 697.0]}",506,"(530, 682)",530,682,-4,3,5.0,5.0,671.0,12.8,-1.32,15.1,-5.84
"{1: [511, 682, 528, 701]}","{1: [511, 682, 528, 701]}","{1: [511, 682, 528, 701]}","{1: [511.0, 682.0, 528.0, 701.0]}",507,"(519, 691)",519,691,-11,9,14.21,14.21,679.8,8.8,9.21,11.9,-3.12
{},{},{},"{1: [503.0, 696.0, 519.0, 714.0]}",508,"(511, 705)",511,705,-8,14,16.12,16.12,686.8,7.0,1.91,10.5,-1.48
{},{},{},"{1: [496.0, 709.0, 512.0, 727.0]}",509,"(504, 718)",504,718,-7,13,14.76,14.76,695.0,8.2,-1.36,11.3,0.83
{},{},{},"{1: [489.0, 721.0, 506.0, 739.0]}",510,"(497, 730)",497,730,-7,12,13.89,13.89,705.2,10.2,-0.87,12.8,1.51
"{1: [485, 732, 501, 749]}","{1: [485, 732, 501, 749]}","{1: [485, 732, 501, 749]}","{1: [485.0, 732.0, 501.0, 749.0]}",511,"(493, 740)",493,740,-4,10,10.77,10.77,716.8,11.6,-3.12,13.9,1.15
"{1: [476, 753, 496, 774]}","{1: [476, 753, 496, 774]}","{1: [476, 753, 496, 774]}","{1: [476.0, 753.0, 496.0, 774.0]}",512,"(486, 763)",486,763,-7,23,24.04,24.04,731.2,14.4,13.27,15.9,1.97
"{1: [466, 776, 487, 797], 2: [463, 772, 493, 800]}","{1: [463, 772, 493, 800]}","{1: [463, 772, 493, 800]}","{1: [463.0, 772.0, 493.0, 800.0]}",513,"(478, 786)",478,786,-8,23,24.35,24.35,747.4,16.2,0.31,17.6,1.65
"{1: [462, 801, 477, 818]}","{1: [462, 801, 477, 818]}","{1: [462, 801, 477, 818]}","{1: [462.0, 801.0, 477.0, 818.0]}",514,"(469, 809)",469,809,-9,23,24.7,24.7,765.6,18.2,0.35,19.5,1.99
"{1: [445, 836, 472, 865]}","{1: [445, 836, 472, 865]}","{1: [445, 836, 472, 865]}","{1: [445.0, 836.0, 472.0, 865.0]}",515,"(458, 850)",458,850,-11,41,42.45,42.45,789.6,24.0,17.75,25.3,5.71
"{1: [444, 855, 470, 884]}","{1: [444, 855, 470, 884]}","{1: [444, 855, 470, 884]}","{1: [444.0, 855.0, 470.0, 884.0]}",516,"(457, 869)",457,869,-1,19,19.03,19.03,815.4,25.8,-23.42,26.9,1.65
{},{},{},"{1: [479.0, 765.0, 503.0, 792.0]}",517,"(491, 778)",491,778,34,-91,97.14,-97.14,818.4,3.0,-116.17,41.5,-24.24
"{1: [507, 698, 530, 722], 2: [505, 694, 532, 724]}","{1: [507, 698, 530, 722]}","{1: [507, 698, 530, 722]}","{1: [507.0, 698.0, 530.0, 722.0]}",518,"(518, 710)",518,710,27,-68,73.16,-73.16,803.2,-15.2,23.98,51.3,-19.5
"{1: [529, 645, 553, 669]}","{1: [529, 645, 553, 669]}","{1: [529, 645, 553, 669]}","{1: [529.0, 645.0, 553.0, 669.0]}",519,"(541, 657)",541,657,23,-53,57.78,-57.78,772.8,-30.4,15.38,57.9,-16.5
"{1: [560, 587, 577, 605]}","{1: [560, 587, 577, 605]}","{1: [560, 587, 577, 605]}","{1: [560.0, 587.0, 577.0, 605.0]}",520,"(568, 596)",568,596,27,-61,66.71,-66.71,722.0,-50.8,-8.93,62.8,-21.83
"{1: [581, 544, 596, 560]}","{1: [581, 544, 596, 560]}","{1: [581, 544, 596, 560]}","{1: [581.0, 544.0, 596.0, 560.0]}",521,"(588, 552)",588,552,20,-44,48.33,-48.33,658.6,-63.4,18.38,68.6,-13.47
"{1: [599, 498, 619, 519]}","{1: [599, 498, 619, 519]}","{1: [599, 498, 619, 519]}","{1: [599.0, 498.0, 619.0, 519.0]}",522,"(609, 508)",609,508,21,-44,48.75,-48.75,604.6,-54.0,-0.42,58.9,9.68
{},{},{},"{1: [618.0, 468.0, 636.0, 487.0]}",523,"(627, 477)",627,477,18,-31,35.85,-35.85,558.0,-46.6,12.9,51.5,7.46
{},{},{},"{1: [635.0, 439.0, 653.0, 458.0]}",524,"(644, 448)",644,448,17,-29,33.62,-33.62,516.2,-41.8,2.23,46.7,4.83
{},{},{},"{1: [651.0, 412.0, 669.0, 431.0]}",525,"(660, 421)",660,421,16,-27,31.38,-31.38,481.2,-35.0,2.24,39.6,7.07
{},{},{},"{1: [665.0, 388.0, 683.0, 407.0]}",526,"(674, 397)",674,397,14,-24,27.78,-27.78,450.2,-31.0,3.6,35.5,4.11
"{1: [678, 371, 694, 388]}","{1: [678, 371, 694, 388]}","{1: [678, 371, 694, 388]}","{1: [678.0, 371.0, 694.0, 388.0]}",527,"(686, 379)",686,379,12,-18,21.63,-21.63,424.4,-25.8,6.15,30.1,5.42
"{1: [684, 351, 710, 379]}","{1: [684, 351, 710, 379]}","{1: [684, 351, 710, 379]}","{1: [684.0, 351.0, 710.0, 379.0]}",528,"(697, 365)",697,365,11,-14,17.8,-17.8,402.0,-22.4,3.83,26.4,3.61
"{1: [702, 344, 717, 362]}","{1: [702, 344, 717, 362]}","{1: [702, 344, 717, 362]}","{1: [702.0, 344.0, 717.0, 362.0]}",529,"(709, 353)",709,353,12,-12,16.97,-16.97,383.0,-19.0,0.83,23.1,3.33
"{1: [708, 328, 733, 356]}","{1: [708, 328, 733, 356]}","{1: [708, 328, 733, 356]}","{1: [708.0, 328.0, 733.0, 356.0]}",530,"(720, 342)",720,342,11,-11,15.56,-15.56,367.2,-15.8,1.41,19.9,3.16
"{1: [725, 326, 738, 341]}","{1: [725, 326, 738, 341]}","{1: [725, 326, 738, 341]}","{1: [725.0, 326.0, 738.0, 341.0]}",531,"(731, 333)",731,333,11,-9,14.21,-14.21,354.4,-12.8,1.35,17.2,2.71
"{1: [729, 313, 751, 337], 2: [726, 313, 756, 341]}","{1: [726, 313, 756, 341]}","{1: [726, 313, 756, 341]}","{1: [726.0, 313.0, 756.0, 341.0]}",532,"(741, 327)",741,327,10,-6,11.66,-11.66,344.0,-10.4,2.55,15.2,1.99
"{1: [736, 309, 760, 335]}","{1: [736, 309, 760, 335]}","{1: [736, 309, 760, 335]}","{1: [736.0, 309.0, 760.0, 335.0]}",533,"(748, 322)",748,322,7,-5,8.6,-8.6,335.4,-8.6,3.06,13.4,1.84
"{1: [747, 308, 765, 328]}","{1: [747, 308, 765, 328]}","{1: [747, 308, 765, 328]}","{1: [747.0, 308.0, 765.0, 328.0]}",534,"(756, 318)",756,318,8,-4,8.94,-8.94,328.4,-7.0,-0.34,11.8,1.61
"{1: [753, 305, 777, 331], 2: [751, 299, 781, 333]}","{1: [753, 305, 777, 331]}","{1: [753, 305, 777, 331]}","{1: [753.0, 305.0, 777.0, 331.0]}",535,"(765, 318)",765,318,9,0,9.0,9.0,323.6,-4.8,17.94,10.5,4.91
"{1: [762, 306, 783, 328]}","{1: [762, 306, 783, 328]}","{1: [762, 306, 783, 328]}","{1: [762.0, 306.0, 783.0, 328.0]}",536,"(772, 317)",772,317,7,-1,7.07,-7.07,320.4,-3.2,-16.07,9.1,1.43
"{1: [770, 308, 787, 326]}","{1: [770, 308, 787, 326]}","{1: [770, 308, 787, 326]}","{1: [770.0, 308.0, 787.0, 326.0]}",537,"(778, 317)",778,317,6,0,6.0,6.0,318.4,-2.0,13.07,7.9,3.53
"{1: [776, 307, 799, 331], 2: [773, 298, 805, 334]}","{1: [776, 307, 799, 331]}","{1: [776, 307, 799, 331]}","{1: [776.0, 307.0, 799.0, 331.0]}",538,"(787, 319)",787,319,9,2,9.22,9.22,317.8,-0.6,3.22,8.0,3.56
"{1: [781, 307, 806, 334]}","{1: [781, 307, 806, 334]}","{1: [781, 307, 806, 334]}","{1: [781.0, 307.0, 806.0, 334.0]}",539,"(793, 320)",793,320,6,1,6.08,6.08,318.2,0.4,-3.14,7.5,3.0
"{1: [786, 310, 811, 337]}","{1: [786, 310, 811, 337]}","{1: [786, 310, 811, 337]}","{1: [786.0, 310.0, 811.0, 337.0]}",540,"(798, 323)",798,323,5,3,5.83,5.83,319.2,1.0,-0.25,6.8,-0.63
"{1: [799, 320, 814, 338], 2: [789, 311, 823, 349]}","{1: [799, 320, 814, 338]}","{1: [799, 320, 814, 338]}","{1: [799.0, 320.0, 814.0, 338.0]}",541,"(806, 329)",806,329,8,6,10.0,10.0,321.6,2.4,4.17,7.4,3.41
"{1: [802, 323, 822, 342], 2: [798, 316, 828, 349]}","{1: [802, 323, 822, 342]}","{1: [802, 323, 822, 342]}","{1: [802.0, 323.0, 822.0, 342.0]}",542,"(812, 332)",812,332,6,3,6.71,6.71,324.6,3.0,-3.29,7.6,0.14
"{1: [801, 307, 827, 333]}","{1: [801, 307, 827, 333]}","{1: [801, 307, 827, 333]}","{1: [801.0, 307.0, 827.0, 333.0]}",543,"(814, 320)",814,320,2,-12,12.17,-12.17,324.8,0.2,-18.88,8.2,-4.28
"{1: [807, 294, 830, 317]}","{1: [807, 294, 830, 317]}","{1: [807, 294, 830, 317]}","{1: [807.0, 294.0, 830.0, 317.0]}",544,"(818, 305)",818,305,4,-15,15.52,-15.52,321.8,-3.0,-3.35,10.0,-4.32
{},{},{},"{1: [807.0, 275.0, 831.0, 300.0]}",545,"(819, 287)",819,287,1,-18,18.03,-18.03,314.6,-7.2,-2.51,12.5,-4.77
"{1: [809, 261, 833, 289]}","{1: [809, 261, 833, 289]}","{1: [809, 261, 833, 289]}","{1: [809.0, 261.0, 833.0, 289.0]}",546,"(821, 275)",821,275,2,-12,12.17,-12.17,303.8,-10.8,5.86,12.9,-4.43
"{1: [815, 256, 832, 275]}","{1: [815, 256, 832, 275]}","{1: [815, 256, 832, 275]}","{1: [815.0, 256.0, 832.0, 275.0]}",547,"(823, 265)",823,265,2,-10,10.2,-10.2,290.4,-13.4,1.97,13.6,-3.38
"{1: [814, 238, 842, 268]}","{1: [814, 238, 842, 268]}","{1: [814, 238, 842, 268]}","{1: [814.0, 238.0, 842.0, 268.0]}",548,"(828, 253)",828,253,5,-12,13.0,-13.0,277.0,-13.4,-2.8,13.8,-0.17
"{1: [820, 235, 836, 253]}","{1: [820, 235, 836, 253]}","{1: [820, 235, 836, 253]}","{1: [820.0, 235.0, 836.0, 253.0]}",549,"(828, 244)",828,244,0,-9,9.0,-9.0,264.8,-12.2,4.0,12.5,1.3
"{1: [823, 229, 837, 245]}","{1: [823, 229, 837, 245]}","{1: [823, 229, 837, 245]}","{1: [823.0, 229.0, 837.0, 245.0]}",550,"(830, 237)",830,237,2,-7,7.28,-7.28,254.8,-10.0,1.72,10.3,2.15
"{1: [824, 223, 841, 243]}","{1: [824, 223, 841, 243]}","{1: [824, 223, 841, 243]}","{1: [824.0, 223.0, 841.0, 243.0]}",551,"(832, 233)",832,233,2,-4,4.47,-4.47,246.4,-8.4,2.81,8.8,1.54
"{1: [821, 225, 835, 243]}","{1: [821, 225, 835, 243]}","{1: [821, 225, 835, 243]}","{1: [821.0, 225.0, 835.0, 243.0]}",552,"(828, 234)",828,234,-4,1,4.12,4.12,240.2,-6.2,8.59,7.6,2.86
"{1: [805, 225, 829, 251]}","{1: [805, 225, 829, 251]}","{1: [805, 225, 829, 251]}","{1: [805.0, 225.0, 829.0, 251.0]}",553,"(817, 238)",817,238,-11,4,11.7,11.7,237.2,-3.0,7.58,7.3,4.94
"{1: [795, 236, 812, 254]}","{1: [795, 236, 812, 254]}","{1: [795, 236, 812, 254]}","{1: [795.0, 236.0, 812.0, 254.0]}",554,"(803, 245)",803,245,-14,7,15.65,15.65,237.4,0.2,3.95,8.6,4.93
"{1: [779, 242, 806, 268]}","{1: [779, 242, 806, 268]}","{1: [779, 242, 806, 268]}","{1: [779.0, 242.0, 806.0, 268.0]}",555,"(792, 255)",792,255,-11,10,14.87,14.87,241.0,3.6,-0.78,10.2,4.43
"{1: [770, 259, 786, 276]}","{1: [770, 259, 786, 276]}","{1: [770, 259, 786, 276]}","{1: [770.0, 259.0, 786.0, 276.0]}",556,"(778, 267)",778,267,-14,12,18.44,18.44,247.8,6.8,3.57,13.0,4.58
"{1: [753, 265, 782, 292]}","{1: [753, 265, 782, 292]}","{1: [753, 265, 782, 292]}","{1: [753.0, 265.0, 782.0, 292.0]}",557,"(767, 278)",767,278,-11,11,15.56,15.56,256.6,8.8,-2.88,15.2,2.29
{},{},{},"{1: [737.0, 285.0, 760.0, 307.0]}",558,"(748, 296)",748,296,-19,18,26.17,26.17,268.2,11.6,10.61,18.1,2.89
"{1: [728, 302, 745, 320]}","{1: [728, 302, 745, 320]}","{1: [728, 302, 745, 320]}","{1: [728.0, 302.0, 745.0, 320.0]}",559,"(736, 311)",736,311,-12,15,19.21,19.21,281.4,13.2,-6.96,18.8,0.71
"{1: [711, 316, 733, 340]}","{1: [711, 316, 733, 340]}","{1: [711, 316, 733, 340]}","{1: [711.0, 316.0, 733.0, 340.0]}",560,"(722, 328)",722,328,-14,17,22.02,22.02,296.0,14.6,2.81,20.3,1.43
"{1: [700, 341, 717, 362]}","{1: [700, 341, 717, 362]}","{1: [700, 341, 717, 362]}","{1: [700.0, 341.0, 717.0, 362.0]}",561,"(708, 351)",708,351,-14,23,26.93,26.93,312.8,16.8,4.91,22.0,1.7
{},{},{},"{1: [677.0, 376.0, 696.0, 397.0]}",562,"(686, 386)",686,386,-22,35,41.34,41.34,334.4,21.6,14.41,27.1,5.16
{},{},{},"{1: [657.0, 411.0, 676.0, 431.0]}",563,"(666, 421)",666,421,-20,35,40.31,40.31,359.4,25.0,-1.03,30.0,2.83
{},{},{},"{1: [639.0, 443.0, 657.0, 463.0]}",564,"(648, 453)",648,453,-18,32,36.72,36.72,387.8,28.4,-3.59,33.5,3.5
{},{},{},"{1: [622.0, 472.0, 641.0, 492.0]}",565,"(631, 482)",631,482,-17,29,33.62,33.62,418.6,30.8,-3.1,35.8,2.32
"{1: [609, 495, 629, 515], 2: [604, 485, 637, 521]}","{1: [609, 495, 629, 515]}","{1: [609, 495, 629, 515]}","{1: [609.0, 495.0, 629.0, 515.0]}",566,"(619, 505)",619,505,-12,23,25.94,25.94,449.4,30.8,-7.68,35.6,-0.2
"{1: [590, 525, 616, 555]}","{1: [590, 525, 616, 555]}","{1: [590, 525, 616, 555]}","{1: [590.0, 525.0, 616.0, 555.0]}",567,"(603, 540)",603,540,-16,35,38.48,38.48,480.2,30.8,12.54,35.0,-0.57
"{1: [566, 576, 592, 603]}","{1: [566, 576, 592, 603]}","{1: [566, 576, 592, 603]}","{1: [566.0, 576.0, 592.0, 603.0]}",568,"(579, 589)",579,589,-24,49,54.56,54.56,513.8,33.6,16.08,37.9,2.85
{},{},{},"{1: [541.0, 627.0, 566.0, 654.0]}",569,"(553, 640)",553,640,-26,51,57.25,57.25,551.2,37.4,2.69,42.0,4.11
"{1: [524, 668, 547, 694], 2: [520, 672, 546, 699]}","{1: [524, 668, 547, 694]}","{1: [524, 668, 547, 694]}","{1: [524.0, 668.0, 547.0, 694.0]}",570,"(535, 681)",535,681,-18,41,44.78,44.78,591.0,39.8,-12.47,44.2,2.23
"{1: [512, 687, 529, 704], 2: [778, 898, 807, 927]}",{},{},"{1: [504.0, 679.0, 522.0, 700.0]}",571,"(513, 689)",513,689,-22,8,23.41,23.41,627.8,36.8,-21.37,43.7,-0.51
"{1: [763, 898, 784, 919]}",{},{},"{1: [484.0, 687.0, 502.0, 708.0]}",572,"(493, 697)",493,697,-20,8,21.54,21.54,659.2,31.4,-1.87,40.3,-3.39
{},{},{},"{1: [465.0, 695.0, 483.0, 716.0]}",573,"(474, 705)",474,705,-19,8,20.62,20.62,682.4,23.2,-0.92,33.5,-6.79
"{1: [450, 697, 474, 722], 2: [449, 694, 477, 728]}",{},{},"{1: [447.0, 702.0, 466.0, 723.0]}",574,"(456, 712)",456,712,-18,7,19.31,19.31,696.8,14.4,-1.31,25.9,-7.59
"{1: [437, 711, 451, 727]}","{1: [437, 711, 451, 727]}","{1: [437, 711, 451, 727]}","{1: [437.0, 711.0, 451.0, 727.0]}",575,"(444, 719)",444,719,-12,7,13.89,13.89,704.4,7.6,-5.42,19.8,-6.18
"{1: [411, 718, 437, 744]}","{1: [411, 718, 437, 744]}","{1: [411, 718, 437, 744]}","{1: [411.0, 718.0, 437.0, 744.0]}",576,"(424, 731)",424,731,-20,12,23.32,23.32,712.8,8.4,9.43,19.7,-0.02
"{1: [393, 736, 413, 757], 2: [388, 725, 421, 762]}","{1: [393, 736, 413, 757]}","{1: [393, 736, 413, 757]}","{1: [393.0, 736.0, 413.0, 757.0]}",577,"(403, 746)",403,746,-21,15,25.81,25.81,722.6,9.8,2.49,20.6,0.85
"{1: [369, 749, 396, 777], 2: [370, 753, 393, 774]}","{1: [369, 749, 396, 777]}","{1: [369, 749, 396, 777]}","{1: [369.0, 749.0, 396.0, 777.0]}",578,"(382, 763)",382,763,-21,17,27.02,27.02,734.2,11.6,1.21,21.9,1.28
"{1: [345, 773, 372, 799]}","{1: [345, 773, 372, 799]}","{1: [345, 773, 372, 799]}","{1: [345.0, 773.0, 372.0, 799.0]}",579,"(358, 786)",358,786,-24,23,33.24,33.24,749.0,14.8,6.22,24.7,2.79
"{1: [321, 794, 349, 821], 2: [322, 799, 345, 822]}","{1: [322, 799, 345, 822]}","{1: [322, 799, 345, 822]}","{1: [322.0, 799.0, 345.0, 822.0]}",580,"(333, 810)",333,810,-25,24,34.66,34.66,767.2,18.2,1.42,28.8,4.15
{},{},{},"{1: [294.0, 830.0, 320.0, 857.0]}",581,"(307, 843)",307,843,-26,33,42.01,42.01,789.6,22.4,7.35,32.5,3.74
"{1: [274, 855, 302, 885]}","{1: [274, 855, 302, 885]}","{1: [274, 855, 302, 885]}","{1: [274.0, 855.0, 302.0, 885.0]}",582,"(288, 870)",288,870,-19,27,33.02,33.02,814.4,24.8,-8.99,34.0,1.44
{},{},{},"{1: [239.0, 910.0, 264.0, 937.0]}",583,"(251, 923)",251,923,-37,53,64.64,64.64,846.4,32.0,31.62,41.5,7.52
{},{},{},"{1: [207.0, 959.0, 232.0, 985.0]}",584,"(219, 972)",219,972,-32,49,58.52,58.52,883.6,37.2,-6.12,46.6,5.06
"{1: [184, 999, 207, 1022]}","{1: [184, 999, 207, 1022]}","{1: [184, 999, 207, 1022]}","{1: [184.0, 999.0, 207.0, 1022.0]}",585,"(195, 1010)",195,1010,-24,38,44.94,44.94,923.6,40.0,-13.58,48.6,2.06
"{1: [159, 1033, 185, 1059], 2: [161, 1030, 187, 1066]}","{1: [159, 1033, 185, 1059]}","{1: [159, 1033, 185, 1059]}","{1: [159.0, 1033.0, 185.0, 1059.0]}",586,"(172, 1046)",172,1046,-23,36,42.72,42.72,964.2,40.6,-2.22,48.8,0.14
{},{},{},"{1: [159.0, 1033.0, 185.0, 1059.0]}",587,"(172, 1046)",172,1046,0,0,0.0,0.0,999.4,35.2,-42.72,42.2,-6.6
{},{},{},"{1: [159.0, 1033.0, 185.0, 1059.0]}",588,"(172, 1046)",172,1046,0,0,0.0,0.0,1024.0,24.6,0.0,29.2,-12.93
{},{},{},"{1: [159.0, 1033.0, 185.0, 1059.0]}",589,"(172, 1046)",172,1046,0,0,0.0,0.0,1038.8,14.8,0.0,17.5,-11.7
{},{},{},"{1: [159.0, 1033.0, 185.0, 1059.0]}",590,"(172, 1046)",172,1046,0,0,0.0,0.0,1046.0,7.2,0.0,8.5,-8.99
