player_position_1,player_position_2,frame,player_1_ratio,player_2_ratio
"[985.4854125976562, 731.18408203125, 1170.9947509765625, 955.677490234375]","[703.4193725585938, 176.59133911132812, 764.7186889648438, 291.538818359375]",495,0.83,0.53
"[971.6597900390625, 730.3976440429688, 1164.46240234375, 955.9010620117188]","[703.3944702148438, 175.0673370361328, 764.71630859375, 290.92620849609375]",496,0.85,0.53
"[956.7584228515625, 732.3136596679688, 1147.4617919921875, 955.5979614257812]","[703.7777709960938, 173.48483276367188, 764.6830444335938, 289.7867431640625]",497,0.85,0.52
"[939.1036376953125, 733.4566040039062, 1122.59912109375, 955.0736083984375]","[704.32373046875, 171.36386108398438, 764.9564819335938, 287.7590026855469]",498,0.83,0.52
"[921.8047485351562, 733.953857421875, 1087.2196044921875, 954.5950317382812]","[704.7220458984375, 170.0424346923828, 766.7967529296875, 286.8258972167969]",499,0.75,0.53
"[902.9930419921875, 734.1087036132812, 1061.38037109375, 954.838623046875]","[705.447021484375, 170.40306091308594, 768.9363403320312, 286.155517578125]",500,0.72,0.55
"[883.3584594726562, 734.7808227539062, 1049.27099609375, 954.18896484375]","[707.1558227539062, 172.37515258789062, 771.24267578125, 285.39501953125]",501,0.76,0.57
"[868.0805053710938, 733.8104248046875, 1041.455322265625, 954.1415405273438]","[707.640625, 175.0832977294922, 774.4153442382812, 284.60345458984375]",502,0.79,0.61
"[848.6972045898438, 733.8041381835938, 1027.4097900390625, 949.0082397460938]","[707.3392333984375, 176.8834991455078, 776.7161865234375, 284.62103271484375]",503,0.83,0.64
"[822.9400634765625, 734.4895629882812, 1007.0077514648438, 952.571044921875]","[707.0658569335938, 178.19125366210938, 779.3201904296875, 284.3891296386719]",504,0.84,0.68
"[794.6171264648438, 738.7075805664062, 967.8013305664062, 953.6685180664062]","[706.7870483398438, 178.94882202148438, 781.6661376953125, 284.40301513671875]",505,0.81,0.71
"[764.3126220703125, 742.078369140625, 917.605712890625, 953.98291015625]","[706.9751586914062, 177.9758758544922, 787.2432250976562, 284.8507385253906]",506,0.72,0.75
"[739.6883544921875, 746.2321166992188, 892.705810546875, 963.55029296875]","[708.1550903320312, 177.32228088378906, 792.8712158203125, 284.89801025390625]",507,0.7,0.79
"[718.8883056640625, 751.357421875, 882.468505859375, 970.842529296875]","[716.4120483398438, 176.9396514892578, 798.1015625, 284.3294982910156]",508,0.75,0.76
"[687.4161987304688, 753.4425048828125, 874.8295288085938, 973.739013671875]","[728.4586791992188, 177.00692749023438, 803.78125, 283.6232604980469]",509,0.85,0.71
"[639.1793212890625, 757.779052734375, 865.9796752929688, 975.3151245117188]","[743.2056884765625, 175.82350158691406, 809.9635009765625, 283.54315185546875]",510,1.04,0.62
"[594.44482421875, 763.235595703125, 852.0350341796875, 980.025146484375]","[755.0816650390625, 173.22366333007812, 815.5093383789062, 282.4063720703125]",511,1.19,0.55
"[556.9627075195312, 768.7106323242188, 833.2249755859375, 994.090087890625]","[761.6063842773438, 171.45823669433594, 822.6272583007812, 283.79571533203125]",512,1.23,0.54
"[523.896484375, 775.3773803710938, 808.1920166015625, 1008.056396484375]","[767.682861328125, 170.59808349609375, 828.7845458984375, 284.5132751464844]",513,1.22,0.54
"[501.22332763671875, 784.0072021484375, 780.572509765625, 1014.5660400390625]","[775.1376953125, 169.7913055419922, 834.8231201171875, 284.9635314941406]",514,1.21,0.52
"[475.30865478515625, 794.260498046875, 755.85302734375, 1020.255859375]","[785.4601440429688, 169.70318603515625, 841.5694580078125, 285.7027587890625]",515,1.24,0.48
"[455.0094299316406, 804.3933715820312, 736.6776733398438, 1024.9666748046875]","[801.9498291015625, 169.36895751953125, 847.6517333984375, 285.69000244140625]",516,1.28,0.39
"[438.6530456542969, 815.0760498046875, 717.7210083007812, 1028.0958251953125]","[810.9791870117188, 168.88446044921875, 854.9620361328125, 285.7774658203125]",517,1.31,0.38
"[429.0606384277344, 817.2880249023438, 700.826904296875, 1030.6741943359375]","[814.374755859375, 167.90492248535156, 864.0213623046875, 285.2330627441406]",518,1.27,0.42
"[425.6522216796875, 829.7000122070312, 685.8006591796875, 1031.3929443359375]","[817.620849609375, 167.2865447998047, 875.7648315429688, 284.7190856933594]",519,1.29,0.5
"[424.10675048828125, 833.0132446289062, 673.824951171875, 1031.250732421875]","[824.9271240234375, 167.45457458496094, 891.9826049804688, 283.6487121582031]",520,1.26,0.58
"[424.5809631347656, 835.9215698242188, 663.3515625, 1030.6531982421875]","[838.6023559570312, 168.7368621826172, 907.83544921875, 284.2491455078125]",521,1.23,0.6
"[425.59674072265625, 837.038330078125, 655.4682006835938, 1030.2542724609375]","[850.4600219726562, 171.27548217773438, 923.1736450195312, 285.9387512207031]",522,1.19,0.63
"[426.7370910644531, 834.0777587890625, 648.1919555664062, 1030.14306640625]","[861.06884765625, 175.1713409423828, 935.9312744140625, 287.29931640625]",523,1.13,0.67
"[427.820068359375, 828.5752563476562, 643.2597045898438, 1029.921875]","[869.4283447265625, 180.013427734375, 945.3261108398438, 287.4729919433594]",524,1.07,0.71
"[428.7156982421875, 821.9689331054688, 638.3516845703125, 1029.6756591796875]","[876.24853515625, 185.52928161621094, 950.1708984375, 287.8015441894531]",525,1.01,0.72
"[429.3282165527344, 813.982421875, 632.3770141601562, 1029.371826171875]","[881.322509765625, 189.93560791015625, 952.1221923828125, 288.01953125]",526,0.94,0.72
"[429.88555908203125, 805.8714599609375, 628.143798828125, 1029.0712890625]","[886.4767456054688, 192.4391326904297, 952.9622192382812, 288.21942138671875]",527,0.89,0.69
"[430.4660949707031, 798.3573608398438, 620.72802734375, 1028.780517578125]","[890.6580810546875, 192.9746551513672, 952.820068359375, 288.5823669433594]",528,0.83,0.65
"[430.8682861328125, 790.1332397460938, 611.0285034179688, 1028.6622314453125]","[892.0162963867188, 192.51870727539062, 952.412109375, 288.6722717285156]",529,0.76,0.63
"[431.9194030761719, 781.990234375, 612.0977172851562, 1027.7371826171875]","[892.199462890625, 190.2002716064453, 952.13232421875, 288.6414794921875]",530,0.73,0.61
"[432.91595458984375, 774.67041015625, 623.8316040039062, 1024.047607421875]","[891.4484252929688, 187.81082153320312, 951.7893676757812, 288.6908264160156]",531,0.77,0.6
"[437.11114501953125, 768.568603515625, 638.3895263671875, 1018.2613525390625]","[889.209228515625, 184.2502899169922, 951.4273071289062, 288.8914489746094]",532,0.81,0.59
"[448.8215637207031, 763.084228515625, 652.2515869140625, 1013.2125854492188]","[886.4299926757812, 182.0379180908203, 950.7644653320312, 288.5293884277344]",533,0.81,0.6
"[470.359619140625, 758.1099853515625, 664.0098876953125, 1008.6015014648438]","[883.1673583984375, 180.2898712158203, 950.2291259765625, 289.0027160644531]",534,0.77,0.62
"[500.8661804199219, 752.3345336914062, 673.1826171875, 1006.8392944335938]","[880.5348510742188, 179.19776916503906, 949.4442749023438, 288.83447265625]",535,0.68,0.63
"[535.7727661132812, 746.9075317382812, 683.3965454101562, 1005.1891479492188]","[877.7811889648438, 179.37388610839844, 948.4711303710938, 290.1518859863281]",536,0.57,0.64
"[566.3347778320312, 741.111083984375, 694.5232543945312, 1004.68212890625]","[874.3013916015625, 179.66622924804688, 949.0982666015625, 290.7302551269531]",537,0.49,0.67
"[583.48095703125, 737.038330078125, 705.8966674804688, 1002.411865234375]","[872.6336059570312, 180.02627563476562, 949.478271484375, 291.351318359375]",538,0.46,0.69
"[600.436279296875, 734.52783203125, 716.5546875, 999.9923706054688]","[870.093994140625, 182.1770782470703, 949.6149291992188, 291.46661376953125]",539,0.44,0.73
"[631.8489379882812, 734.1490478515625, 728.1640014648438, 996.2250366210938]","[867.4852905273438, 184.6228485107422, 949.6109008789062, 291.2394104003906]",540,0.37,0.77
"[653.600830078125, 735.138916015625, 740.9524536132812, 991.5673217773438]","[865.1553955078125, 186.5462646484375, 949.4325561523438, 291.2071228027344]",541,0.34,0.81
"[669.6231079101562, 737.41552734375, 755.8508911132812, 985.5335693359375]","[860.3447875976562, 187.63699340820312, 949.3550415039062, 291.2856140136719]",542,0.35,0.86
"[679.6629028320312, 738.5640869140625, 790.841064453125, 978.7054443359375]","[854.3873291015625, 188.16905212402344, 949.4616088867188, 291.26165771484375]",543,0.46,0.92
"[684.1638793945312, 738.2548217773438, 823.0947875976562, 976.5247192382812]","[851.1825561523438, 188.4442901611328, 949.8051147460938, 291.3204345703125]",544,0.58,0.96
"[685.634033203125, 736.5042114257812, 854.3281860351562, 976.09912109375]","[848.9952392578125, 188.4384765625, 949.8843994140625, 291.3358459472656]",545,0.7,0.98
"[685.3988037109375, 733.9379272460938, 871.3560791015625, 976.5298461914062]","[852.1605834960938, 188.28436279296875, 950.0167236328125, 291.4684143066406]",546,0.77,0.95
"[693.6326293945312, 732.5413208007812, 875.977294921875, 978.0935668945312]","[862.7028198242188, 187.328125, 950.0880126953125, 291.5168762207031]",547,0.74,0.84
"[708.8073120117188, 729.7332153320312, 876.9107055664062, 979.0770874023438]","[868.23388671875, 185.8581085205078, 949.9913330078125, 291.5032653808594]",548,0.67,0.77
"[734.9241943359375, 725.3911743164062, 876.4053955078125, 979.2656860351562]","[870.2191772460938, 183.2487335205078, 949.3511352539062, 291.4001770019531]",549,0.56,0.73
"[764.5795288085938, 722.00927734375, 879.8529663085938, 979.656005859375]","[866.3357543945312, 180.45147705078125, 948.4378662109375, 291.2962341308594]",550,0.45,0.74
"[789.1190185546875, 720.9070434570312, 890.2286376953125, 982.9659423828125]","[860.233154296875, 179.42417907714844, 947.8092651367188, 291.8391418457031]",551,0.39,0.78
"[805.6893310546875, 720.9647216796875, 910.2399291992188, 986.9646606445312]","[865.8499145507812, 177.7823944091797, 947.8502197265625, 292.5962829589844]",552,0.39,0.71
"[818.8857421875, 723.1241455078125, 936.2340087890625, 992.7630615234375]","[869.759521484375, 176.85911560058594, 946.0452880859375, 291.75177001953125]",553,0.44,0.66
"[829.0230102539062, 729.0599975585938, 966.2800903320312, 1000.3345336914062]","[871.2649536132812, 176.02285766601562, 943.6500244140625, 291.3327941894531]",554,0.51,0.63
"[838.678955078125, 737.2467041015625, 993.3659057617188, 1006.5634765625]","[871.6359252929688, 175.5697021484375, 941.5908203125, 290.811279296875]",555,0.57,0.61
"[845.1434936523438, 747.5943603515625, 1019.58447265625, 1010.7724609375]","[872.0598754882812, 176.00927734375, 940.4652709960938, 290.826171875]",556,0.66,0.6
"[852.4942016601562, 759.7652587890625, 1039.3658447265625, 1014.7152099609375]","[871.1309814453125, 177.6719512939453, 940.5323486328125, 290.75360107421875]",557,0.73,0.61
"[862.3399658203125, 772.9151000976562, 1058.4443359375, 1018.4330444335938]","[871.7196044921875, 178.64169311523438, 941.1373291015625, 290.7142028808594]",558,0.8,0.62
"[871.0841064453125, 787.18408203125, 1076.5347900390625, 1023.4971313476562]","[872.1197509765625, 179.8131561279297, 943.303466796875, 290.8580017089844]",559,0.87,0.64
"[876.8820190429688, 802.0684814453125, 1092.0064697265625, 1026.2763671875]","[873.0744018554688, 181.7628631591797, 944.2570190429688, 290.7589111328125]",560,0.96,0.65
"[879.1287231445312, 819.0039672851562, 1106.6436767578125, 1027.8740234375]","[876.5205078125, 184.219970703125, 943.940185546875, 290.8150634765625]",561,1.09,0.63
"[877.683349609375, 838.671875, 1120.7281494140625, 1028.8516845703125]","[879.9058227539062, 186.0269317626953, 943.1719360351562, 292.2584533691406]",562,1.28,0.6
"[875.5054931640625, 859.313232421875, 1131.1719970703125, 1029.6539306640625]","[885.2696533203125, 187.5789794921875, 944.6644287109375, 295.9827880859375]",563,1.5,0.55
"[872.81103515625, 875.271728515625, 1139.90185546875, 1030.220458984375]","[892.3514404296875, 188.022705078125, 944.586669921875, 300.32281494140625]",564,1.72,0.47
"[871.040771484375, 883.533203125, 1143.955078125, 1034.17724609375]","[895.8402709960938, 188.17112731933594, 942.3096313476562, 301.8799743652344]",565,1.81,0.41
"[868.7051391601562, 886.7853393554688, 1138.240234375, 1044.923095703125]","[896.9066162109375, 188.33212280273438, 941.446044921875, 302.328369140625]",566,1.7,0.39
"[869.0197143554688, 889.2269287109375, 1135.36767578125, 1050.77392578125]","[896.9805297851562, 188.19569396972656, 940.8656616210938, 302.5248107910156]",567,1.65,0.38
"[868.7470092773438, 891.656005859375, 1133.5491943359375, 1054.068115234375]","[896.7882080078125, 188.3049774169922, 943.2742309570312, 302.4367370605469]",568,1.63,0.41
"[869.3283081054688, 895.0878295898438, 1128.1038818359375, 1055.3939208984375]","[896.72021484375, 187.9375, 945.1846923828125, 302.4131774902344]",569,1.61,0.42
"[868.8291015625, 901.7575073242188, 1127.6717529296875, 1061.7813720703125]","[896.6768188476562, 187.2559051513672, 947.6555786132812, 302.7238464355469]",570,1.62,0.44
"[868.3310546875, 909.0032958984375, 1129.3380126953125, 1069.143310546875]","[896.6712036132812, 186.4410858154297, 948.5990600585938, 302.8501892089844]",571,1.63,0.45
"[868.5547485351562, 916.6705322265625, 1128.1795654296875, 1070.8431396484375]","[896.8448486328125, 185.5000457763672, 948.0228881835938, 303.4048156738281]",572,1.68,0.43
"[867.9608764648438, 924.9168090820312, 1124.2425537109375, 1069.5205078125]","[897.09228515625, 184.8020782470703, 948.7921142578125, 303.8831481933594]",573,1.77,0.43
"[866.1843872070312, 930.45654296875, 1122.218994140625, 1069.3271484375]","[897.371826171875, 184.4239501953125, 953.6672973632812, 305.4617919921875]",574,1.84,0.47
"[864.1146240234375, 935.2522583007812, 1121.915283203125, 1067.3160400390625]","[897.9210815429688, 185.16065979003906, 955.6448974609375, 307.3971252441406]",575,1.95,0.47
"[858.6508178710938, 938.9638671875, 1123.7474365234375, 1064.0279541015625]","[898.3418579101562, 186.53927612304688, 955.68701171875, 309.7183837890625]",576,2.12,0.47
"[854.9659423828125, 942.3626098632812, 1125.3529052734375, 1057.8780517578125]","[900.2943725585938, 188.24398803710938, 956.1243286132812, 311.6494140625]",577,2.34,0.45
"[851.6275634765625, 944.0721435546875, 1130.353271484375, 1054.845703125]","[902.4711303710938, 190.48606872558594, 957.3129272460938, 312.44293212890625]",578,2.52,0.45
"[846.0578002929688, 943.3031005859375, 1134.02783203125, 1052.69921875]","[904.5068359375, 191.32627868652344, 958.2694702148438, 312.5859375]",579,2.63,0.44
"[843.1126098632812, 941.5167846679688, 1135.1368408203125, 1052.8133544921875]","[908.837158203125, 191.4289093017578, 960.0333862304688, 312.5552062988281]",580,2.62,0.42
"[844.1289672851562, 941.1480712890625, 1135.7464599609375, 1052.9525146484375]","[913.6185913085938, 190.9080047607422, 961.6798706054688, 312.91778564453125]",581,2.61,0.39
"[846.6382446289062, 942.83349609375, 1134.588623046875, 1052.3790283203125]","[920.1838989257812, 189.2622528076172, 963.059326171875, 313.8819274902344]",582,2.63,0.34
"[847.8242797851562, 945.2335815429688, 1131.78662109375, 1050.89208984375]","[924.5006713867188, 187.56117248535156, 964.2731323242188, 315.3399963378906]",583,2.69,0.31
"[848.3150634765625, 948.8815307617188, 1128.0157470703125, 1052.328857421875]","[926.0421752929688, 186.10963439941406, 966.2159423828125, 316.06707763671875]",584,2.7,0.31
"[848.2015991210938, 950.8055419921875, 1126.419189453125, 1056.0428466796875]","[926.6520385742188, 185.4119415283203, 968.1723022460938, 315.8851318359375]",585,2.64,0.32
"[848.6338500976562, 951.1693725585938, 1126.65869140625, 1058.000244140625]","[927.0237426757812, 185.29541015625, 970.597412109375, 315.91912841796875]",586,2.6,0.33
"[848.9675903320312, 950.8428955078125, 1127.66552734375, 1058.65283203125]","[927.1344604492188, 186.5767364501953, 972.9730834960938, 319.1504211425781]",587,2.59,0.35
"[848.8009033203125, 950.669677734375, 1128.427978515625, 1059.4136962890625]","[927.1553955078125, 187.32318115234375, 979.9791870117188, 321.3453674316406]",588,2.57,0.39
"[848.7487182617188, 950.8067626953125, 1128.6329345703125, 1059.6273193359375]","[927.5629272460938, 188.74856567382812, 982.5018920898438, 322.21014404296875]",589,2.57,0.41
"[848.8099975585938, 950.767333984375, 1128.4874267578125, 1059.723388671875]","[928.6346435546875, 189.83055114746094, 984.0662841796875, 322.74249267578125]",590,2.57,0.42
